name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
college station,2023-08-19,40.8,26.6,33.5,42.3,26.6,35.7,20,50.4,0,0,0,,0,0,31.7,19.3,186.2,1013.9,3.4,16,147,12.6,8,75,2023-08-19T06:54:09,2023-08-19T20:03:21,0.11,Clear,Clear conditions throughout the day.,clear-day,"99999900438,74746003904,KCFD,KRWV,KCLL,D0664,72376123901"
college station,2023-08-20,43.5,27.1,35.4,44.7,29.4,37.5,19.2,43.6,0,0,0,,0,0,28.7,19.2,30.8,1014.4,8.7,16,146.2,12.6,7,60,2023-08-20T06:54:45,2023-08-20T20:02:17,0.15,Clear,Clear conditions throughout the day.,clear-day,"99999900438,74746003904,KCFD,KRWV,KCLL,D0664,72376123901"
college station,2023-08-21,40.8,28,34.6,43.4,29.7,36.4,18.7,41.1,0,0,0,,0,0,36.9,21.5,128.5,1014.9,6.2,16,134.8,11.5,7,30,2023-08-21T06:55:20,2023-08-21T20:01:12,0.18,Clear,Clear conditions throughout the day.,clear-day,"99999900438,74746003904,KCFD,KRWV,KCLL,D0664,72376123901"
college station,2023-08-22,39.1,28.4,33.4,42.3,32.4,37.3,21.7,52.4,0,0,0,,0,0,47.1,28.6,98,1014.8,9.8,16,128.2,11.1,6,30,2023-08-22T06:55:55,2023-08-22T20:00:07,0.22,Clear,Clear conditions throughout the day.,clear-day,"99999900438,74746003904,KCFD,KRWV,KCLL,D0664,72376123901"
college station,2023-08-23,40.7,27.1,33.3,42.8,29.9,36,20.5,51.2,0,0,0,,0,0,33.9,21,128,1015.2,10.9,16,142.3,12.3,8,60,2023-08-23T06:56:31,2023-08-23T19:59:00,0.25,Clear,Clear conditions throughout the day.,clear-day,"99999900438,74746003904,KCFD,KRWV,KCLL,D0664,72376123901"
college station,2023-08-24,42.4,27.6,34.5,44.5,29.6,36.9,19.5,44.3,0.236,100,4.17,rain,0,0,27.7,15.4,226.2,1013.9,15.1,16,167.6,14.3,8,30,2023-08-24T06:57:06,2023-08-24T19:57:53,0.25,Rain,Clear conditions throughout the day with late afternoon rain.,rain,"99999900438,74746003904,KCFD,KRWV,KCLL,D0664"
college station,2023-08-25,41.5,28.4,35,43.9,30.4,37.1,19.2,41.9,0,0,0,,0,0,33.5,23.1,163.7,1013,6.8,16,167,14.4,7,30,2023-08-25T06:57:41,2023-08-25T19:56:45,0.32,Clear,Clear conditions throughout the day.,clear-day,"99999900438,74746003904,KCFD,KRWV,KCLL,D0664"
college station,2023-08-26,41.7,26.6,33.9,42.3,26.6,35.6,19,47,0,0,0,,0,0,27.7,16,177.6,1012.6,5.4,16,173.7,15,7,30,2023-08-26T06:58:15,2023-08-26T19:55:37,0.35,Clear,Clear conditions throughout the day.,clear-day,"99999900438,74746003904,KCFD,KRWV,KCLL,D0664,72376123901"
college station,2023-08-27,43.7,25.2,33.2,43.7,25.2,34.8,19.4,49.8,1.086,100,12.5,rain,0,0,59.5,37.7,299.3,1009.9,15.5,16,161.3,13.9,7,30,2023-08-27T06:58:50,2023-08-27T19:54:28,0.39,Rain,Clear conditions throughout the day with late afternoon rain.,rain,"99999900438,74746003904,KCFD,KRWV,KCLL,D0664"
college station,2023-08-28,36.3,24.1,30.1,39.8,24.1,32.1,21.6,64.1,0,0,0,,0,0,33,19.3,15.5,1010.3,17.6,15.8,171.8,14.7,8,30,2023-08-28T06:59:25,2023-08-28T19:53:18,0.42,Clear,Clear conditions throughout the day.,clear-day,"99999900438,74746003904,KCFD,KRWV,KCLL,D0664"
college station,2023-08-29,37.8,26.6,32,37.6,26.6,33,18.1,46.9,0,0,0,,0,0,46.1,27.7,28.7,1011.3,27.7,16,111.1,9.7,5,10,2023-08-29T06:59:59,2023-08-29T19:52:08,0.45,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"99999900438,74746003904,KCFD,KRWV,KCLL,D0664,72376123901"
college station,2023-08-30,38.5,22.8,31.6,38.3,22.8,31.1,13.8,36,0,0,0,,0,0,29.5,19.1,9.6,1010.8,4.1,16,155.3,13.4,8,10,2023-08-30T07:00:34,2023-08-30T19:50:57,0.5,Clear,Clear conditions throughout the day.,clear-day,"99999900438,74746003904,KCFD,KRWV,KCLL,D0664,72376123901"
college station,2023-08-31,38.3,24.3,31.7,37.7,24.3,31.4,14.7,37.8,0,0,0,,0,0,27.7,19.6,75,1011.1,8,16,163.8,14.1,7,10,2023-08-31T07:01:08,2023-08-31T19:49:45,0.52,Clear,Clear conditions throughout the day.,clear-day,"99999900438,74746003904,KCFD,KRWV,KCLL,D0664,72376123901"
college station,2023-09-01,38.5,24.9,31.6,38.2,24.9,31.3,15.2,39.8,0,0,0,,0,0,33.5,15.1,66.1,1014.3,11.1,16,108.6,9.5,6,10,2023-09-01T07:01:42,2023-09-01T19:48:33,0.55,Clear,Clear conditions throughout the day.,clear-day,"99999900438,74746003904,KCFD,KRWV,KCLL,D0664,72376123901"
college station,2023-09-02,38.6,24.2,31.9,37.9,24.2,31.8,14.7,37.9,0,0,0,,0,0,22.3,13,32,1015.3,9.5,16,166.8,14.4,8,30,2023-09-02T07:02:16,2023-09-02T19:47:21,0.59,Clear,Clear conditions throughout the day.,clear-day,"99999900438,74746003904,KCFD,KRWV,KCLL,D0664,72376123901"
college station,2023-09-03,38.1,25.6,31.8,39.2,25.6,33.1,19.2,50.9,0,0,0,,0,0,35.3,21.4,172.2,1013.8,2.6,16,165.2,14.3,8,30,2023-09-03T07:02:50,2023-09-03T19:46:08,0.62,Clear,Clear conditions throughout the day.,clear-day,"99999900438,74746003904,KCFD,KRWV,KCLL,D0664,72376123901"
college station,2023-09-04,38.6,27,32.4,41.6,30,36,22.1,57.5,0,0,0,,0,0,45.5,29.1,174.7,1010.7,21.9,16,180.8,15.7,8,60,2023-09-04T07:03:24,2023-09-04T19:44:55,0.65,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"99999900438,74746003904,KCFD,KRWV,KCLL,D0664"
college station,2023-09-05,39.8,28.1,33.3,42.1,33,37.5,22.2,56.7,0,0,0,,0,0,38.5,27.1,175.9,1011.4,30.7,16,136.7,11.9,7,75,2023-09-05T07:03:58,2023-09-05T19:43:41,0.69,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"99999900438,74746003904,KCFD,KRWV,KCLL,D0664"
college station,2023-09-06,39.6,27,33,43.2,30.4,36.9,22,56.5,0,0,0,,0,0,31.5,20.3,192.4,1013.7,24.1,16,173.8,15,8,60,2023-09-06T07:04:31,2023-09-06T19:42:27,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"99999900438,74746003904,KCFD,KRWV,KCLL,D0664,72376123901"
college station,2023-09-07,41,27.6,33.9,43.5,31.3,37.4,21.2,51.5,0,0,0,,0,0,25.9,16.6,200.1,1012.4,7.8,16,184.4,15.9,7,60,2023-09-07T07:05:05,2023-09-07T19:41:13,0.75,Clear,Clear conditions throughout the day.,clear-day,"99999900438,74746003904,KCFD,KRWV,KCLL,D0664,72376123901"
college station,2023-09-08,42.4,27,34.2,43.5,29.1,36.2,19.2,45.1,0,0,0,,0,0,41.2,24,188.3,1012.1,1.5,16,165.9,14.4,7,30,2023-09-08T07:05:39,2023-09-08T19:39:58,0.79,Clear,Clear conditions throughout the day.,clear-day,"99999900438,74746003904,KCFD,KRWV,KCLL,D0664,72376123901"
college station,2023-09-09,38.9,26.3,31.6,41.4,26.3,33.6,19.5,51.1,0.627,100,8.33,rain,0,0,49.6,20.8,95.9,1014.7,23.5,16,138,11.8,8,60,2023-09-09T07:06:12,2023-09-09T19:38:43,0.82,"Rain, Partially cloudy",Clearing in the afternoon with rain in the morning and afternoon.,rain,"99999900438,74746003904,KCFD,KRWV,KCLL,D0664,72376123901"
college station,2023-09-10,37.8,25.4,31,36,25.4,30.6,14.1,38.9,0,0,0,,0,0,31.7,19.3,66.4,1016.5,16.9,16,165.3,14.1,7,10,2023-09-10T07:06:46,2023-09-10T19:37:28,0.85,Clear,Clear conditions throughout the day.,clear-day,"99999900438,74746003904,KCFD,KRWV,KCLL,D0664,72376123901"
college station,2023-09-11,35.6,20.9,28.4,34.6,20.9,27.9,12.8,40.5,0,0,0,,0,0,14.8,12.4,80.5,1015.4,0,16,103.8,9,7,10,2023-09-11T07:07:19,2023-09-11T19:36:12,0.89,Clear,Clear conditions throughout the day.,clear-day,"99999900438,74746003904,KCFD,KRWV,KCLL,D0664,72376123901"
college station,2023-09-12,36.6,25,30.6,36.8,25,31,17.1,46.2,0,0,0,,0,0,29.5,17.6,280.3,1014.1,18.5,16,104.5,9,4,10,2023-09-12T07:07:53,2023-09-12T19:34:56,0.92,Clear,Clear conditions throughout the day.,clear-day,"99999900438,74746003904,KCFD,KRWV,KCLL,D0664"
college station,2023-09-13,30.3,25.7,27.3,32.7,25.7,28.3,20.5,67.3,0.546,100,12.5,rain,0,0,27.7,19.3,345.4,1014.3,61.9,15.7,61.3,5.3,4,10,2023-09-13T07:08:26,2023-09-13T19:33:40,0.95,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"99999900438,74746003904,KCFD,KRWV,KCLL,D0664"
college station,2023-09-14,32.7,24,26.6,36.9,24,27.6,22.6,79.5,3.092,100,29.17,rain,0,0,40.3,30.2,68.2,1013.4,60.8,14.1,108.6,9.4,7,30,2023-09-14T07:09:00,2023-09-14T19:32:24,0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"99999900438,74746003904,KCFD,KRWV,KCLL,D0664"
college station,2023-09-15,30.1,23.7,26.3,34.2,23.7,27.6,22.3,79.2,9.435,100,16.67,rain,0,0,38.4,19.3,69.2,1014.9,70.5,15.5,94.3,8.2,6,60,2023-09-15T07:09:33,2023-09-15T19:31:08,0.02,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"99999900438,74746003904,KCFD,KRWV,KCLL,D0664"
college station,2023-09-16,32.1,23.4,26.3,35.2,23.4,27.2,21.7,77.4,0.204,100,12.5,rain,0,0,50,24.2,19.2,1015.8,31.9,14.2,95.4,8.1,6,30,2023-09-16T07:10:07,2023-09-16T19:29:51,0.06,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"99999900438,74746003904,KCFD,KRWV,KCLL,D0664"
college station,2023-09-17,35.2,23,28.6,35.7,23,29,18.9,60.4,0,0,0,,0,0,29.5,15.6,3.5,1016.4,15.3,15.3,122.7,10.7,7,10,2023-09-17T07:10:41,2023-09-17T19:28:35,0.09,Clear,Clear conditions throughout the day.,clear-day,"99999900438,74746003904,KCFD,KRWV,KCLL,D0664,72376123901"
college station,2023-09-18,35.3,21,28.6,34.1,21,28.1,14.1,44.6,0,0,0,,0,0,25.9,14.5,104.3,1015.6,8.9,16,177,15.3,7,10,2023-09-18T07:11:14,2023-09-18T19:27:19,0.13,Clear,Clear conditions throughout the day.,clear-day,"99999900438,74746003904,KCFD,KRWV,KCLL,D0664,72376123901"
college station,2023-09-19,35.3,21.6,28.5,35.1,21.6,28.5,15.9,48.9,0,0,0,,0,0,37.1,20.2,157.3,1013.2,4.2,16,165.9,14.1,7,10,2023-09-19T07:11:48,2023-09-19T19:26:02,0.16,Clear,Clear conditions throughout the day.,clear-day,"99999900438,74746003904,KCFD,KRWV,KCLL,D0664"
college station,2023-09-20,36.3,22.9,29.4,38,22.9,30.5,18.8,55.2,0,0,0,,0,0,38.3,22.4,157.7,1011.9,15,16,154.9,13.4,7,30,2023-09-20T07:12:22,2023-09-20T19:24:45,0.2,Clear,Clear conditions throughout the day.,clear-day,"99999900438,74746003904,KCFD,KRWV,KCLL,D0664"
college station,2023-09-21,37.1,23.9,30.7,40.6,23.9,32.8,21,59.4,0,0,0,,0,0,29.5,24.1,144.5,1013.9,19.7,15.9,113.5,9.9,7,60,2023-09-21T07:12:56,2023-09-21T19:23:29,0.23,Clear,Clear conditions throughout the day.,clear-day,"99999900438,74746003904,KCFD,KRWV,KCLL,D0664"
college station,2023-09-22,37,24.9,30.8,40.7,24.9,33.5,21.8,60.9,0,0,0,,0,0,38.9,25.6,170.1,1013.5,16.8,16,151.5,13,8,60,2023-09-22T07:13:30,2023-09-22T19:22:13,0.25,Clear,Clear conditions throughout the day.,clear-day,"99999900438,74746003904,KCFD,KRWV,KCLL,D0664"
college station,2023-09-23,37.6,26,31.6,41.4,26,35.1,22.6,62.2,0,0,0,,0,0,37.1,24.2,169.3,1011.6,34.4,16,165.5,14.2,7,75,2023-09-23T07:14:04,2023-09-23T19:20:56,0.3,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"99999900438,74746003904,KCFD,KRWV,KCLL,D0664"
college station,2023-09-24,38,27,31.9,43.9,30.4,36.5,23.2,62.9,0,0,0,,0,0,39,24.8,178.9,1010.3,38.8,16,132.5,11.3,7,75,2023-09-24T07:14:38,2023-09-24T19:19:40,0.34,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"99999900438,74746003904,KCFD,KRWV,KCLL,D0664"
college station,2023-09-25,34.4,25.3,28.8,38.2,25.3,31.6,22.4,69.4,0,0,0,,0,0,41.8,24,93.9,1014.1,50.5,16,110.2,9.6,7,60,2023-09-25T07:15:13,2023-09-25T19:18:24,0.37,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"99999900438,74746003904,KCFD,KRWV,KCLL,D0664,72376123901"
college station,2023-09-26,36.5,23.3,28.8,38.3,23.3,30.1,20.3,63.1,0,0,0,,0,0,35.3,22.7,31.8,1015.7,30,16,103.1,8.8,7,30,2023-09-26T07:15:48,2023-09-26T19:17:08,0.41,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"99999900438,74746003904,KCFD,KRWV,KCLL,D0664,72376123901"
college station,2023-09-27,36.6,23.8,29.9,38.3,23.8,31.1,20,58.5,0,0,0,,0,0,18.4,12.5,109.5,1014,20.9,15.9,79.5,6.8,7,75,2023-09-27T07:16:22,2023-09-27T19:15:52,0.44,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"99999900438,74746003904,KCFD,KRWV,KCLL,D0664"
college station,2023-09-28,35.5,23.3,29.4,37,23.3,30.3,19.4,57.8,0,0,0,,0,0,29.5,15.7,141.1,1013.6,5,16,141.1,12.1,7,30,2023-09-28T07:16:57,2023-09-28T19:14:37,0.48,Clear,Clear conditions throughout the day.,clear-day,"99999900438,74746003904,KCFD,KRWV,KCLL,D0664"
college station,2023-09-29,35.9,23.7,29.7,36.6,23.7,30.6,19.2,56,0,0,0,,0,0,27.7,16,128.5,1014.2,9.6,16,132.8,11.3,7,30,2023-09-29T07:17:33,2023-09-29T19:13:21,0.5,Clear,Clear conditions throughout the day.,clear-day,"99999900438,74746003904,KCFD,KRWV,KCLL,D0664,72376123901"
college station,2023-09-30,36.5,23,29.6,35.9,23,29.8,17.3,51.7,0,0,0,,0,0,35.3,21.7,98.5,1016,1.6,16,137.6,11.9,7,30,2023-09-30T07:18:08,2023-09-30T19:12:06,0.54,Clear,Clear conditions throughout the day.,clear-day,"99999900438,74746003904,KCFD,KRWV,KCLL,D0664,72376123901"
college station,2023-10-01,35.8,22.2,29.1,35.6,22.2,29,15.8,47.7,0,0,0,,0,0,33,24.3,92.1,1017,5.3,16,132.7,11.4,7,10,2023-10-01T07:18:44,2023-10-01T19:10:52,0.57,Clear,Clear conditions throughout the day.,clear-day,"99999900438,74746003904,KCFD,KRWV,KCLL,D0664,72376123901"
college station,2023-10-02,35.8,22.6,28.9,34.7,22.6,28.7,15.2,46.2,0,0,0,,0,0,33.9,19.9,96,1016.2,6.3,16,121.6,10.6,7,10,2023-10-02T07:19:20,2023-10-02T19:09:37,0.61,Clear,Clear conditions throughout the day.,clear-day,"99999900438,74746003904,KCFD,KRWV,KCLL,D0664"
college station,2023-10-03,31.9,22.5,26,34.9,22.5,26.8,20.5,73.1,1.093,100,25,rain,0,0,35.3,22.7,88.7,1014,53.1,15.3,77.6,6.4,4,30,2023-10-03T07:19:56,2023-10-03T19:08:23,0.64,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"99999900438,74746003904,KCFD,KRWV,KCLL,D0664,72376123901"
college station,2023-10-04,35.3,25.3,28.9,41.5,25.3,31.9,23.7,75.3,0.237,100,8.33,rain,0,0,51.8,30.1,143.6,1011.8,79.4,15.9,70.7,6.2,5,60,2023-10-04T07:20:32,2023-10-04T19:07:10,0.67,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"99999900438,74746003904,KCFD,KRWV,KCLL,D0664"
college station,2023-10-05,28,20.9,24.5,31.6,20.9,25,20.6,79.5,7.602,100,41.67,rain,0,0,51.1,24.4,52.9,1014.5,76.1,14.7,44.5,3.9,2,30,2023-10-05T07:21:09,2023-10-05T19:05:56,0.71,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"99999900438,74746003904,KCFD,KRWV,KCLL,D0664"
college station,2023-10-06,32.4,20.5,25.9,31.4,20.5,25.7,16.4,60,0,0,0,,0,0,34.9,22.7,13.3,1018.1,0.4,16,140.7,12,7,10,2023-10-06T07:21:46,2023-10-06T19:04:44,0.75,Clear,Clear conditions throughout the day.,clear-day,"99999900438,74746003904,KCFD,KRWV,KCLL,D0664"
college station,2023-10-07,26.2,18,21.7,26.2,18,21.7,8.9,45.2,0,0,0,,0,0,37.1,25.7,5.3,1023,0,16,108.2,9.4,7,10,2023-10-07T07:22:23,2023-10-07T19:03:31,0.77,Clear,Clear conditions throughout the day.,clear-day,"99999900438,74746003904,KCFD,KRWV,KCLL,D0664,72376123901"
college station,2023-10-08,26.8,13.8,19.9,26,13.8,19.9,5.3,40.6,0,0,0,,0,0,18.4,11.8,97.4,1020.4,0,16,129.6,11,7,10,2023-10-08T07:23:00,2023-10-08T19:02:20,0.8,Clear,Clear conditions throughout the day.,clear-day,"99999900438,74746003904,KCFD,KRWV,KCLL,D0664,72376123901"
college station,2023-10-09,30.4,14.8,22,29,14.8,21.7,10.1,49.7,0,0,0,,0,0,33.9,22.1,195.9,1013.9,0,16,137.4,12,7,10,2023-10-09T07:23:38,2023-10-09T19:01:08,0.84,Clear,Clear conditions throughout the day.,clear-day,"99999900438,74746003904,KCFD,KRWV,KCLL,D0664"
college station,2023-10-10,25.5,18.8,22.1,25.5,18.8,22.1,16.2,69.5,0,0,0,,0,0,33.5,25.6,159.5,1011.4,42.3,16,40.6,3.5,2,10,2023-10-10T07:24:17,2023-10-10T18:59:58,0.87,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"99999900438,74746003904,KCFD,KRWV,KCLL,D0664,72376123901"
college station,2023-10-11,23.3,18.9,20.9,23.3,18.9,20.9,16.4,76,1.87,100,16.67,rain,0,0,27.7,19.5,119.8,1007.3,75.6,15.3,93.5,8,7,10,2023-10-11T07:24:55,2023-10-11T18:58:48,0.9,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"99999900438,74746003904,KCFD,KRWV,KCLL,D0664"
college station,2023-10-12,28.4,16.8,21.8,29.4,16.8,22.1,17.1,75.6,0,0,0,,0,0,31.3,20.9,146.9,1005.8,49.4,15.7,72,6.3,4,10,2023-10-12T07:25:34,2023-10-12T18:57:38,0.93,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"99999900438,74746003904,KCFD,KRWV,KCLL,D0664"
college station,2023-10-13,32.4,20.2,25.1,35.2,20.2,25.9,17.9,67.2,0,0,0,,0,0,33.5,22.5,182.2,1009.8,59.3,15.9,130.7,11.2,7,10,2023-10-13T07:26:13,2023-10-13T18:56:30,0.97,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"99999900438,74746003904,KCFD,KRWV,KCLL,D0664"
college station,2023-10-14,25.7,16.3,20.4,25.7,16.3,20.4,5.7,39.5,0,0,0,,0,0,37.9,27.1,344.7,1019.2,6,16,102.5,9,6,10,2023-10-14T07:26:53,2023-10-14T18:55:22,0,Clear,Clear conditions throughout the day.,clear-day,"99999900438,74746003904,KCFD,KRWV,KCLL,D0664"
college station,2023-10-15,23.4,11.7,17.7,23.4,11.7,17.7,6.1,48.2,0,0,0,,0,0,51,31.1,346.1,1022.4,0,16,126.8,10.9,7,10,2023-10-15T07:27:33,2023-10-15T18:54:14,0.03,Clear,Clear conditions throughout the day.,clear-day,"99999900438,74746003904,KCFD,KRWV,KCLL,D0664"
college station,2023-10-16,22.4,10.4,16,22.4,10.4,16,4.5,49.4,0,0,0,,0,0,50.1,30,351.3,1024.3,0,16,119.9,10.4,6,10,2023-10-16T07:28:13,2023-10-16T18:53:08,0.07,Clear,Clear conditions throughout the day.,clear-day,"99999900438,74746003904,KCFD,KRWV,KCLL,D0664"
college station,2023-10-17,24.1,8.4,15.8,24.1,8.4,15.7,4.5,50.9,0,0,0,,0,0,16.6,12,166,1020.9,0,16,139.5,12.2,6,10,2023-10-17T07:28:54,2023-10-17T18:52:02,0.1,Clear,Clear conditions throughout the day.,clear-day,"99999900438,74746003904,KCFD,KRWV,KCLL,D0664"
college station,2023-10-18,28.6,11.5,20.1,27.6,11.5,19.9,10.6,58.1,0,0,0,,0,0,48.1,26.3,171,1016,0,16,123.2,10.7,6,10,2023-10-18T07:29:35,2023-10-18T18:50:57,0.14,Clear,Clear conditions throughout the day.,clear-day,"99999900438,74746003904,KCFD,KRWV,KCLL,D0664"
college station,2023-10-19,30.4,16.3,22.6,29.6,16.3,22.5,13.7,60.6,0,0,0,,0,0,27.7,20.9,232.9,1015,0,16,116.6,10.2,6,10,2023-10-19T07:30:17,2023-10-19T18:49:53,0.18,Clear,Clear conditions throughout the day.,clear-day,"99999900438,74746003904,KCFD,KRWV,KCLL,D0664"
college station,2023-10-20,35.9,13.6,24.1,33.5,13.6,23.3,8.7,44.8,0,0,0,,0,0,31.7,19.1,249.1,1013.1,0,16,129.1,11.2,6,10,2023-10-20T07:30:59,2023-10-20T18:48:49,0.21,Clear,Clear conditions throughout the day.,clear-day,"99999900438,74746003904,KCFD,KRWV,KCLL,D0664"
college station,2023-10-21,33.7,14,24.3,31.9,14,23.8,10.9,46.4,0,0,0,,0,0,16.6,10.3,121.7,1012.3,0,16,95,8.4,5,10,2023-10-21T07:31:41,2023-10-21T18:47:47,0.25,Clear,Clear conditions throughout the day.,clear-day,"99999900438,74746003904,KCFD,KRWV,KCLL,D0664"
college station,2023-10-22,31.8,20.6,25.9,32.3,20.6,26.2,18.7,67.4,0.235,100,8.33,rain,0,0,31.7,23.3,148,1013.1,38.6,15.4,116,10.1,5,10,2023-10-22T07:32:24,2023-10-22T18:46:46,0.28,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"99999900438,74746003904,KCFD,KRWV,KCLL,D0664,72376123901"
college station,2023-10-23,31.9,23.5,26.5,33.4,23.5,27,20.2,70,0.179,100,8.33,rain,0,0,44.2,26.8,133.4,1013.3,57.4,15.9,68.4,6,4,10,2023-10-23T07:33:07,2023-10-23T18:45:45,0.32,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"99999900438,74746003904,KCFD,KRWV,KCLL,D0664"
college station,2023-10-24,31.4,23,26.6,33,23,27.3,20,68.6,0,0,0,,0,0,52.6,35.7,136.8,1013.7,52.9,16,62.8,5.4,4,10,2023-10-24T07:33:51,2023-10-24T18:44:46,0.35,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"99999900438,74746003904,KCFD,KRWV,KCLL,D0664"
college station,2023-10-25,30.1,22.5,26.1,32.7,22.5,27.3,21.5,76.7,2.259,100,8.33,rain,0,0,47.6,26.7,137,1014.7,52.2,15.9,51.1,4.5,2,10,2023-10-25T07:34:35,2023-10-25T18:43:47,0.39,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"99999900438,74746003904,KCFD,KRWV,KCLL,D0664"
college station,2023-10-26,29.5,23.5,25.5,33.2,23.5,26.3,22.5,83.7,14.713,100,25,rain,0,0,46.4,25,150.4,1014.5,88.1,15.4,24.4,2.1,2,30,2023-10-26T07:35:19,2023-10-26T18:42:50,0.42,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"99999900438,74746003904,KCFD,KRWV,KCLL,D0664"
college station,2023-10-27,29.2,23.5,25.8,33.7,23.5,26.8,23.4,86.8,1.666,100,16.67,rain,0,0,29.5,17.4,147,1017.1,81.4,14.5,49.5,4.2,3,30,2023-10-27T07:36:04,2023-10-27T18:41:53,0.46,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"99999900438,74746003904,KCFD,KRWV,KCLL,D0664"
college station,2023-10-28,31.8,25.3,27.5,34.8,25.3,28.8,22.4,75.1,0.074,100,16.67,rain,0,0,37.2,23.7,150.8,1016.1,78.1,16,71.8,6.2,6,30,2023-10-28T07:36:49,2023-10-28T18:40:58,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"99999900438,74746003904,KCFD,KRWV,KCLL,D0664"
college station,2023-10-29,26.4,9.1,19.2,26.4,5.5,18.9,16.3,83.7,0.998,100,20.83,rain,0,0,47.7,28.6,337.4,1016.5,97.1,15.3,50.6,4.4,4,10,2023-10-29T07:37:35,2023-10-29T18:40:04,0.53,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"99999900438,74746003904,KCFD,KRWV,KCLL,D0664"
college station,2023-10-30,10.3,6.3,7.9,10.3,1.6,4.6,4.1,77.8,10.318,100,58.33,rain,0,0,51.5,33.2,347.2,1024.7,99.4,15.1,21.3,1.9,1,10,2023-10-30T07:38:21,2023-10-30T18:39:11,0.56,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"99999900438,74746003904,KCFD,KRWV,KCLL,D0664,72376123901"
college station,2023-10-31,17.3,7.5,11.1,17.3,4.6,9.7,-0.8,45.8,0,0,0,,0,0,40.9,26.9,356.4,1027.9,49.7,16,118.3,10.2,6,10,2023-10-31T07:39:08,2023-10-31T18:38:19,0.59,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"99999900438,74746003904,KCFD,KRWV,KCLL,D0664,72376123901"
college station,2023-11-01,16.7,4.5,10.2,16.7,1.7,9.1,-1,48.2,0,0,0,,0,0,25.9,15.6,18.5,1030.2,0,15.8,114.4,9.9,6,10,2023-11-01T07:39:55,2023-11-01T18:37:29,0.62,Clear,Clear conditions throughout the day.,clear-day,"99999900438,74746003904,KCFD,KRWV,KCLL,D0664,72376123901"
college station,2023-11-02,19.6,3.4,11.5,19.6,3.4,11.5,0.5,50.9,0,0,0,,0,0,14.8,12.7,130.6,1027.1,23.5,16,111,9.6,6,10,2023-11-02T07:40:42,2023-11-02T18:36:40,0.66,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"99999900438,74746003904,KCFD,KRWV,KCLL,D0664,72376123901"
college station,2023-11-03,24.5,9.9,16.8,24.5,9.9,16.8,7.9,56.7,0,0,0,,0,0,31.7,17.9,144.2,1023.7,48.3,16,118.3,10.1,6,10,2023-11-03T07:41:30,2023-11-03T18:35:52,0.69,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"99999900438,74746003904,KCFD,KRWV,KCLL,D0664,72376123901"
college station,2023-11-04,27.4,13.2,20.3,27.5,13.2,20.3,14.5,71.6,0,0,0,,0,0,18.4,16.9,147.4,1021.4,50.4,12.9,74.5,6.5,5,10,2023-11-04T07:42:18,2023-11-04T18:35:05,0.72,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"99999900438,74746003904,KCFD,KRWV,KCLL,D0664"
